cuePics,session,participant,date,expName,psychopyVersion,frameRate,
"{'none': 'pictures/20M_AN_C.png', 'alpha': 'pictures/SHINEd_pepper.png', 'beta': 'pictures/SHINEd_apple.png', 'theta': 'pictures/SHINEd_pear.png', 'phi': 'pictures/SHINEd_melon.png', 'T1': 'pictures/37M_AN_C.png', 'T2': 'pictures/34M_AN_C.png', 'T3': 'pictures/31M_AN_C.png', 'T4': 'pictures/38M_AN_C.png', 'T5': 'pictures/23M_AN_C.png', 'T6': 'pictures/25M_AN_C.png', 'B1': 'pictures/33M_NE_C.png', 'B2': 'pictures/36M_NE_C.png', 'B3': 'pictures/20M_NE_C.png', 'B4': 'pictures/22M_NE_C.png', 'B5': 'pictures/32M_NE_C.png', 'B6': 'pictures/26M_NE_C.png'}",,,,,,,
