condsFile,subStage,cue1,cue2,correct,responseKeys,responseNames,cue1Position,cue2Position,cue1Opacity,cue2Opacity,questionText,layout,options,stageLoop0.thisRepN,stageLoop0.thisTrialN,stageLoop0.thisN,stageLoop0.thisIndex,blockLoop0.thisRepN,blockLoop0.thisTrialN,blockLoop0.thisN,blockLoop0.thisIndex,stage1Loop.thisRepN,stage1Loop.thisTrialN,stage1Loop.thisN,stage1Loop.thisIndex,blockLoop1.thisRepN,blockLoop1.thisTrialN,blockLoop1.thisN,blockLoop1.thisIndex,stage2Loop.thisRepN,stage2Loop.thisTrialN,stage2Loop.thisN,stage2Loop.thisIndex,blockLoop2.thisRepN,blockLoop2.thisTrialN,blockLoop2.thisN,blockLoop2.thisIndex,testLoop.thisRepN,testLoop.thisTrialN,testLoop.thisN,testLoop.thisIndex,blockLoopTest.thisRepN,blockLoopTest.thisTrialN,blockLoopTest.thisN,blockLoopTest.thisIndex,demog_loop.thisRepN,demog_loop.thisTrialN,demog_loop.thisN,demog_loop.thisIndex,cuePics,consent_page1.started,consent_page1.stopped,er_consent1.keys,er_consent1.rt,er_consent1.started,er_consent1.stopped,stc_consent1.started,stc_consent1.stopped,consent_page3.started,consent_page3.stopped,instructions.started,instructions.stopped,end_instructions_resp.keys,end_instructions_resp.rt,end_instructions_resp.started,end_instructions_resp.stopped,space_to_continue.started,space_to_continue.stopped,instructions_stage0.started,instructions_stage0.stopped,end_instructions_resp_stage0.keys,end_instructions_resp_stage0.rt,end_instructions_resp_stage0.started,end_instructions_resp_stage0.stopped,space_to_continue_stage0.started,space_to_continue_stage0.stopped,text.started,text.stopped,resp_text1.started,resp_text1.stopped,resp_text2.started,resp_text2.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,cue1Image.started,cue1Image.stopped,cue2Image.started,cue2Image.stopped,cue1Image_fb.started,cue1Image_fb.stopped,cue2Image_fb.started,cue2Image_fb.stopped,fb_text_answer.started,fb_text_answer.stopped,feedback_image.started,feedback_image.stopped,instructions_stage1.started,instructions_stage1.stopped,end_instructions_resp_stage1.keys,end_instructions_resp_stage1.rt,end_instructions_resp_stage1.started,end_instructions_resp_stage1.stopped,space_to_continue_stage1.started,space_to_continue_stage1.stopped,instructions_2.started,instructions_2.stopped,end_instructions_resp_2.keys,end_instructions_resp_2.rt,end_instructions_resp_2.started,end_instructions_resp_2.stopped,press_space_to_continue_stage2.started,press_space_to_continue_stage2.stopped,instructions_testStage1.started,instructions_testStage1.stopped,end_instructions_resp_test1.keys,end_instructions_resp_test1.rt,end_instructions_resp_test1.started,end_instructions_resp_test1.stopped,press_space_to_continue_test1.started,press_space_to_continue_test1.stopped,cue1Image_testChoice.started,cue1Image_testChoice.stopped,cue2Image_testChoice.started,cue2Image_testChoice.stopped,test_resp.keys,test_resp.corr,test_resp.rt,test_resp.started,test_resp.stopped,cue1Image_testConf.started,cue1Image_testConf.stopped,cue2Image_testConf.started,cue2Image_testConf.stopped,conf_reminder.started,conf_reminder.stopped,conf_rating.response,conf_rating.rt,conf_rating.started,conf_rating.stopped,text_2.started,text_2.stopped,transistionInstr_resp.keys,transistionInstr_resp.rt,transistionInstr_resp.started,transistionInstr_resp.stopped,press_space_to_continue_transition.started,press_space_to_continue_transition.stopped,survey_text.started,survey_text.stopped,slider.response,slider.rt,slider.started,slider.stopped,session,participant,date,expName,psychopyVersion,frameRate,
condition files/Stage2_1.xlsx,,B6,T6,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.5988281109999,None,1185.5988281109999,None,1185.5988281109999,None,s,0,1.8660045750000336,1187.448829814,None,1187.448829814,None,1187.448829814,None,1189.382122756,None,1189.382122756,None,1189.382122756,None,1189.382122756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B3,T3,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.415427921,None,1191.415427921,None,1191.415427921,None,s,1,1.9359448160000738,1192.8988339159998,None,1192.8988339159998,None,1192.8988339159998,None,1194.9154643929999,None,1194.9154643929999,None,1194.9154643929999,None,1194.9154643929999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B1,T1,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.882186894,None,1196.882186894,None,1196.882186894,None,s,1,1.187253913999939,1198.415504075,None,1198.415504075,None,1198.415504075,None,1199.6821245869999,None,1199.6821245869999,None,1199.6821245869999,None,1199.6821245869999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T2,B2,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.648814272,None,1201.648814272,None,1201.648814272,None,r,1,4.196713357999897,1203.1821358729999,None,1203.1821358729999,None,1203.1821358729999,None,1207.448824632,None,1207.448824632,None,1207.448824632,None,1207.448824632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T6,B6,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.4154678599998,None,1209.4154678599998,None,1209.4154678599998,None,r,1,1.0700123470001017,1210.9487755349999,None,1210.9487755349999,None,1210.9487755349999,None,1212.082166621,None,1212.082166621,None,1212.082166621,None,1212.082166621,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B5,T5,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.0654626369999,None,1214.0654626369999,None,1214.0654626369999,None,r,0,1.332035949000101,1215.5988266739998,None,1215.5988266739998,None,1215.5988266739998,None,1216.998845573,None,1216.998845573,None,1216.998845573,None,1216.998845573,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T4,B4,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.965520071,None,1218.965520071,None,1218.965520071,None,r,1,1.2320212740000898,1220.498841939,None,1220.498841939,None,1220.498841939,None,1221.7988045939999,None,1221.7988045939999,None,1221.7988045939999,None,1221.7988045939999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B6,T6,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.7821457589998,None,1223.7821457589998,None,1223.7821457589998,None,s,0,2.1273723690001134,1225.3154539,None,1225.3154539,None,1225.3154539,None,1227.4988382309998,None,1227.4988382309998,None,1227.4988382309998,None,1227.4988382309998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B4,T4,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.482154625,None,1229.482154625,None,1229.482154625,None,r,1,1.419367500999897,1231.015395548,None,1231.015395548,None,1231.015395548,None,1232.5154858009998,None,1232.5154858009998,None,1232.5154858009998,None,1232.5154858009998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B2,T2,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.4821831909999,None,1234.4821831909999,None,1234.4821831909999,None,r,1,1.8113181900000654,1236.015478839,None,1236.015478839,None,1236.015478839,None,1237.8988406859999,None,1237.8988406859999,None,1237.8988406859999,None,1237.8988406859999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,T5,B5,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.865528874,None,1239.865528874,None,1239.865528874,None,s,1,2.5080280770000627,1241.398775167,None,1241.398775167,None,1241.398775167,None,1243.982176106,None,1243.982176106,None,1243.982176106,None,1243.982176106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,T3,B3,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.94886936,None,1245.94886936,None,1245.94886936,None,s,1,1.4806592120000914,1247.4821725489999,None,1247.4821725489999,None,1247.4821725489999,None,1249.015495703,None,1249.015495703,None,1249.015495703,None,1249.015495703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,T1,B1,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.998841703,None,1250.998841703,None,1250.998841703,None,s,1,1.8546905020000395,1252.5321028459998,None,1252.5321028459998,None,1252.5321028459998,None,1254.448402651,None,1254.448402651,None,1254.448402651,None,1254.448402651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T6,B6,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.448841161,None,1256.448841161,None,1256.448841161,None,s,0,6.244752076000168,1257.982083718,None,1257.982083718,None,1257.982083718,None,1264.298794613,None,1264.298794613,None,1264.298794613,None,1264.298794613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B1,T1,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.265499933,None,1266.265499933,None,1266.265499933,None,s,1,0.716167304999999,1267.798731205,None,1267.798731205,None,1267.798731205,None,1268.582077715,None,1268.582077715,None,1268.582077715,None,1268.582077715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T4,B4,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.548736565,None,1270.548736565,None,1270.548736565,None,r,1,0.9446522709999954,1272.082140431,None,1272.082140431,None,1272.082140431,None,1273.098814022,None,1273.098814022,None,1273.098814022,None,1273.098814022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B3,T3,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0654668999998,None,1275.0654668999998,None,1275.0654668999998,None,s,1,1.8519047689999297,1276.5988014569998,None,1276.5988014569998,None,1276.5988014569998,None,1278.532110509,None,1278.532110509,None,1278.532110509,None,1278.532110509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B5,T5,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.498932754,None,1280.498932754,None,1280.498932754,None,s,1,9.106529179999825,1282.032177712,None,1282.032177712,None,1282.032177712,None,1291.1988064979998,None,1291.1988064979998,None,1291.1988064979998,None,1291.1988064979998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T2,B2,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.1821302899998,None,1293.1821302899998,None,1293.1821302899998,None,r,1,2.215382008000006,1294.715479989,None,1294.715479989,None,1294.715479989,None,1296.9988147069998,None,1296.9988147069998,None,1296.9988147069998,None,1296.9988147069998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,T1,B1,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.982086341,None,1298.982086341,None,1298.982086341,None,s,1,1.5352817440000308,1300.51545795,None,1300.51545795,None,1300.51545795,None,1302.131967783,None,1302.131967783,None,1302.131967783,None,1302.131967783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B2,T2,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0988243119998,None,1304.0988243119998,None,1304.0988243119998,None,r,1,2.0026196219998837,1305.6321413449998,None,1305.6321413449998,None,1305.6321413449998,None,1307.715389365,None,1307.715389365,None,1307.715389365,None,1307.715389365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,T5,B5,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.682148008,None,1309.682148008,None,1309.682148008,None,s,1,2.2913107120000404,1311.2154911139999,None,1311.2154911139999,None,1311.2154911139999,None,1313.5821752289999,None,1313.5821752289999,None,1313.5821752289999,None,1313.5821752289999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B6,T6,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.5488646869999,None,1315.5488646869999,None,1315.5488646869999,None,s,0,2.7606224310000016,1317.0821655369998,None,1317.0821655369998,None,1317.0821655369998,None,1319.915473754,None,1319.915473754,None,1319.915473754,None,1319.915473754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,T3,B3,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.8821391079998,None,1321.8821391079998,None,1321.8821391079998,None,s,1,1.9793601620001482,1323.4154351799998,None,1323.4154351799998,None,1323.4154351799998,None,1325.465495766,None,1325.465495766,None,1325.465495766,None,1325.465495766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B4,T4,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.432128531,None,1327.432128531,None,1327.432128531,None,r,1,0.8294126660000529,1328.9654177119999,None,1328.9654177119999,None,1328.9654177119999,None,1329.865500527,None,1329.865500527,None,1329.865500527,None,1329.865500527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T6,B6,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.848745325,None,1331.848745325,None,1331.848745325,None,s,0,1.8686237669999173,1333.3821137549999,None,1333.3821137549999,None,1333.3821137549999,None,1335.332028895,None,1335.332028895,None,1335.332028895,None,1335.332028895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T4,B4,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.2988660849999,None,1337.2988660849999,None,1337.2988660849999,None,r,1,0.8827405249999174,1338.832134193,None,1338.832134193,None,1338.832134193,None,1339.765428906,None,1339.765428906,None,1339.765428906,None,1339.765428906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B5,T5,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.748830279,None,1341.748830279,None,1341.748830279,None,s,1,1.280706911000152,1343.28214519,None,1343.28214519,None,1343.28214519,None,1344.632133244,None,1344.632133244,None,1344.632133244,None,1344.632133244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,T2,B2,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.598772896,None,1346.598772896,None,1346.598772896,None,r,1,1.6147297279999293,1348.132134792,None,1348.132134792,None,1348.132134792,None,1349.8154630709998,None,1349.8154630709998,None,1349.8154630709998,None,1349.8154630709998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B1,T1,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.7820551789998,None,1351.7820551789998,None,1351.7820551789998,None,s,1,0.8474327629999152,1353.315450894,None,1353.315450894,None,1353.315450894,None,1354.2321347119998,None,1354.2321347119998,None,1354.2321347119998,None,1354.2321347119998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_2.xlsx,,B3,T3,s,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.198838693,None,1356.198838693,None,1356.198838693,None,s,1,1.0387159899999006,1357.7320906359998,None,1357.7320906359998,None,1357.7320906359998,None,1358.848820412,None,1358.848820412,None,1358.848820412,None,1358.848820412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B2,T2,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.832146059,None,1360.832146059,None,1360.832146059,None,r,1,1.0613293080000403,1362.365472324,None,1362.365472324,None,1362.365472324,None,1363.498779559,None,1363.498779559,None,1363.498779559,None,1363.498779559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
condition files/Stage2_1.xlsx,,B4,T4,r,"['s', 'r']","['Stratego', 'Risk']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.465526499,None,1365.465526499,None,1365.465526499,None,r,1,1.6440666099999817,1366.998758282,None,1366.998758282,None,1366.998758282,None,1368.715499552,None,1368.715499552,None,1368.715499552,None,1368.715499552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,NDAREP067ZTE,2020_Oct_21_1218,fall_faces,2020.2.4,60.002541947668014,
