subjectGroup,browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,link,calibration
"17",Chrome,87.0.4280.67,MacOS,en-US,2020-11-30_02:07:46,2020-11-29_18:07:46,https://www.testable.org/experiment/4058/666579/start?sona_id=64902,1

rowNo,randomBlock,if,then,stim1,type,stimFormat,button1,button2,subjectGroup,timestamp,response,RT
8660,"0",1;2,end;+1,ugrad_consent3,test,.png,Do not agree,Agree,"17",287847,"1",2774
