subjectGroup,browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,link,calibration
"5",Chrome,87.0.4280.88,MacOS,en-US,2020-12-03_04:52:35,2020-12-02_23:52:35,https://www.testable.org/experiment/4058/666579/start?sona_id=66436,1

rowNo,randomBlock,if,then,stim1,type,stimFormat,button1,button2,subjectGroup,timestamp,response,RT
2168,"0",1;2,end;+1,ugrad_consent3,test,.png,Do not agree,Agree,"5",13238,"1",251
