subjectGroup,browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,link,calibration
"17",Chrome,86.0.4240.198,MacOS,en-US,2020-11-30_00:50:29,2020-11-29_19:50:29,https://www.testable.org/experiment/4058/666579/start?sona_id=65721,0.95

rowNo,randomBlock,if,then,stim1,type,stimFormat,button1,button2,subjectGroup,timestamp,response,RT
8660,"0",1;2,end;+1,ugrad_consent3,test,.png,Do not agree,Agree,"17",48841,"1",1382
