condsFile,subStage,cue1,cue2,correct,responseKeys,responseNames,cue1Position,cue2Position,cue1Opacity,cue2Opacity,stageLoop0.thisRepN,stageLoop0.thisTrialN,stageLoop0.thisN,stageLoop0.thisIndex,blockLoop0.thisRepN,blockLoop0.thisTrialN,blockLoop0.thisN,blockLoop0.thisIndex,stage1Loop.thisRepN,stage1Loop.thisTrialN,stage1Loop.thisN,stage1Loop.thisIndex,blockLoop1.thisRepN,blockLoop1.thisTrialN,blockLoop1.thisN,blockLoop1.thisIndex,stage2Loop.thisRepN,stage2Loop.thisTrialN,stage2Loop.thisN,stage2Loop.thisIndex,blockLoop2.thisRepN,blockLoop2.thisTrialN,blockLoop2.thisN,blockLoop2.thisIndex,testLoop.thisRepN,testLoop.thisTrialN,testLoop.thisN,testLoop.thisIndex,blockLoopTest.thisRepN,blockLoopTest.thisTrialN,blockLoopTest.thisN,blockLoopTest.thisIndex,cuePics,id_instr_text.started,id_instr_text.stopped,space_to_continue_2.started,space_to_continue_2.stopped,end_instructions_resp_3.keys,end_instructions_resp_3.rt,end_instructions_resp_3.started,end_instructions_resp_3.stopped,id_input_instr.started,id_input_instr.stopped,id_input_rect.started,id_input_rect.stopped,id_input_resp.keys,id_input_resp.rt,id_input_resp.started,id_input_resp.stopped,sonaID,id_input_text.started,id_input_text.stopped,final_text.started,final_text.stopped,instructions.started,instructions.stopped,end_instructions_resp.keys,end_instructions_resp.rt,end_instructions_resp.started,end_instructions_resp.stopped,space_to_continue.started,space_to_continue.stopped,instructions_stage0.started,instructions_stage0.stopped,end_instructions_resp_stage0.keys,end_instructions_resp_stage0.rt,end_instructions_resp_stage0.started,end_instructions_resp_stage0.stopped,space_to_continue_stage0.started,space_to_continue_stage0.stopped,text.started,text.stopped,resp_text1.started,resp_text1.stopped,resp_text2.started,resp_text2.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,cue1Image.started,cue1Image.stopped,cue2Image.started,cue2Image.stopped,cue1Image_fb.started,cue1Image_fb.stopped,cue2Image_fb.started,cue2Image_fb.stopped,fb_text_answer.started,fb_text_answer.stopped,feedback_image.started,feedback_image.stopped,instructions_stage1.started,instructions_stage1.stopped,end_instructions_resp_stage1.keys,end_instructions_resp_stage1.rt,end_instructions_resp_stage1.started,end_instructions_resp_stage1.stopped,space_to_continue_stage1.started,space_to_continue_stage1.stopped,instructions_2.started,instructions_2.stopped,end_instructions_resp_2.keys,end_instructions_resp_2.rt,end_instructions_resp_2.started,end_instructions_resp_2.stopped,press_space_to_continue_stage2.started,press_space_to_continue_stage2.stopped,instructions_testStage1.started,instructions_testStage1.stopped,end_instructions_resp_test1.keys,end_instructions_resp_test1.rt,end_instructions_resp_test1.started,end_instructions_resp_test1.stopped,press_space_to_continue_test1.started,press_space_to_continue_test1.stopped,cue1Image_testChoice.started,cue1Image_testChoice.stopped,cue2Image_testChoice.started,cue2Image_testChoice.stopped,test_resp.keys,test_resp.corr,test_resp.rt,test_resp.started,test_resp.stopped,cue1Image_testConf.started,cue1Image_testConf.stopped,cue2Image_testConf.started,cue2Image_testConf.stopped,conf_reminder.started,conf_reminder.stopped,conf_rating.response,conf_rating.rt,conf_rating.started,conf_rating.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'none': 'pictures/20M_AN_C.png', 'alpha': 'pictures/SHINEd_melon.png', 'beta': 'pictures/SHINEd_pear.png', 'theta': 'pictures/SHINEd_apple.png', 'phi': 'pictures/SHINEd_pepper.png', 'T1': 'pictures/32M_AN_C.png', 'T2': 'pictures/34M_AN_C.png', 'T3': 'pictures/36M_AN_C.png', 'T4': 'pictures/37M_AN_C.png', 'T5': 'pictures/25M_AN_C.png', 'T6': 'pictures/33M_AN_C.png', 'B1': 'pictures/38M_NE_C.png', 'B2': 'pictures/23M_NE_C.png', 'B3': 'pictures/26M_NE_C.png', 'B4': 'pictures/22M_NE_C.png', 'B5': 'pictures/31M_NE_C.png', 'B6': 'pictures/20M_NE_C.png'}",9.549030792999474,None,14.531926875999488,None,space,91.80154609999954,14.531926875999488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.78188153600058,None,106.78188153600058,None,"['s', 'o', 'backspace', 'o', 'd', 'o', 'u', 'backspace', 'backspace', 'backspace', 'backspace', 'backspace', '0', '8', '1', '6', 's', 'o', 'd', 'o', 'u', '0', '8', '1', '6', 's', 'o', 'd', 'o', 'u', '0', '8', '1', '6', 's', 'o', 'd', 'o', 'u']","[25.8876762839991, 26.207728641998983, 28.671667275999425, 31.983617566000248, 37.583620426999914, 37.711636857000485, 38.015659827999116, 47.69563216899951, 47.88767226100026, 48.047660099000495, 48.20767612800046, 48.38363130799917, 65.1196758799997, 65.3757139270001, 70.60766986300041, 70.81565782600046, 74.31967635599904, 74.54371185399941, 74.8636841309999, 74.95964778000052, 75.18361021199962, 83.11966235599903, 83.55162599899995, 85.23165863800023, 86.09564103000048, 89.4716725039998, 89.88769075299933, 95.61566061600024, 95.95162493600037, 96.12765793799917, 109.18363424199924, 109.61566646000028, 110.46365670500018, 110.91158571000051, 111.3116567369998, 111.5996603450003, 111.887687946999, 112.01566093899964, 112.22373064299973]",106.78188153600058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0816sodou,106.78188153600058,None,106.78188153600058,None,224.08215779000057,None,space,8.499592789999951,229.0819670740002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0819670740002,None,237.61542397300036,None,space,6.262312545000896,242.61525369899937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
condition files/Stage0a.xlsx,0a,alpha,none,h,"['h', 'g']","['Chess', 'Go']","[0, 0.5]","[0, 0]",1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.61525369899937,None,248.9650761110006,None,248.9650761110006,None,248.9650761110006,None,h,1,3.990962349000256,250.5826676939996,None,250.5826676939996,None,250.5826676939996,None,254.6490224070003,None,254.6490224070003,None,254.6490224070003,None,254.6490224070003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
condition files/Stage0a.xlsx,0a,beta,none,g,"['h', 'g']","['Chess', 'Go']","[0, 0.5]","[0, 0]",1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.59786268599964,None,256.59786268599964,None,256.59786268599964,None,g,1,0.9848727669996151,258.1326855089992,None,258.1326855089992,None,258.1326855089992,None,259.18174693900073,None,259.18174693900073,None,259.18174693900073,None,259.18174693900073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
condition files/Stage0a.xlsx,0a,beta,none,g,"['h', 'g']","['Chess', 'Go']","[0, 0.5]","[0, 0]",1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.1653553310007,None,261.1653553310007,None,261.1653553310007,None,g,1,1.0438367209990247,262.68177245699917,None,262.68177245699917,None,262.68177245699917,None,263.7822706549996,None,263.7822706549996,None,263.7822706549996,None,263.7822706549996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
condition files/Stage0a.xlsx,0a,alpha,none,h,"['h', 'g']","['Chess', 'Go']","[0, 0.5]","[0, 0]",1,0,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.74833048099936,None,265.74833048099936,None,265.74833048099936,None,h,1,0.5237699059998704,267.2818451410003,None,267.2818451410003,None,267.2818451410003,None,267.86510950999946,None,267.86510950999946,None,267.86510950999946,None,267.86510950999946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
condition files/Stage0a.xlsx,0a,beta,none,g,"['h', 'g']","['Chess', 'Go']","[0, 0.5]","[0, 0]",1,0,0,2,2,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8488314370006,None,269.8488314370006,None,269.8488314370006,None,g,1,0.5037561350000033,271.3818186459994,None,271.3818186459994,None,271.3818186459994,None,271.9490266140001,None,271.9490266140001,None,271.9490266140001,None,271.9490266140001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
condition files/Stage0a.xlsx,0a,alpha,none,h,"['h', 'g']","['Chess', 'Go']","[0, 0.5]","[0, 0]",1,0,0,2,2,2,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.91508891599915,None,273.91508891599915,None,273.91508891599915,None,h,1,1.0932673579991388,275.4482431619999,None,275.4482431619999,None,275.4482431619999,None,276.5983790350001,None,276.5983790350001,None,276.5983790350001,None,276.5983790350001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,121,2020_Feb_13_1209,spring_faces,3.1.5,59.6116707395691,
