cuePics,id_instr_text.started,id_instr_text.stopped,space_to_continue_2.started,space_to_continue_2.stopped,end_instructions_resp_3.keys,end_instructions_resp_3.rt,end_instructions_resp_3.started,end_instructions_resp_3.stopped,session,participant,date,expName,psychopyVersion,frameRate,
"{'none': 'pictures/20M_AN_C.png', 'alpha': 'pictures/SHINEd_melon.png', 'beta': 'pictures/SHINEd_pear.png', 'theta': 'pictures/SHINEd_apple.png', 'phi': 'pictures/SHINEd_pepper.png', 'T1': 'pictures/20M_AN_C.png', 'T2': 'pictures/36M_AN_C.png', 'T3': 'pictures/37M_AN_C.png', 'T4': 'pictures/38M_AN_C.png', 'T5': 'pictures/31M_AN_C.png', 'T6': 'pictures/33M_AN_C.png', 'B1': 'pictures/32M_NE_C.png', 'B2': 'pictures/22M_NE_C.png', 'B3': 'pictures/34M_NE_C.png', 'B4': 'pictures/25M_NE_C.png', 'B5': 'pictures/26M_NE_C.png', 'B6': 'pictures/23M_NE_C.png'}",16.537367754001025,None,21.52065298099842,None,space,3.1814051330002258,21.52065298099842,None,001,171,2020_Feb_25_1527,spring_faces,3.1.5,59.93437425777799,
