cuePics,id_instr_text.started,id_instr_text.stopped,space_to_continue_2.started,space_to_continue_2.stopped,end_instructions_resp_3.keys,end_instructions_resp_3.rt,end_instructions_resp_3.started,end_instructions_resp_3.stopped,session,participant,date,expName,psychopyVersion,frameRate,
"{'none': 'pictures/20M_AN_C.png', 'alpha': 'pictures/SHINEd_pepper.png', 'beta': 'pictures/SHINEd_melon.png', 'theta': 'pictures/SHINEd_pear.png', 'phi': 'pictures/SHINEd_apple.png', 'T1': 'pictures/26M_AN_C.png', 'T2': 'pictures/36M_AN_C.png', 'T3': 'pictures/22M_AN_C.png', 'T4': 'pictures/37M_AN_C.png', 'T5': 'pictures/23M_AN_C.png', 'T6': 'pictures/32M_AN_C.png', 'B1': 'pictures/34M_NE_C.png', 'B2': 'pictures/25M_NE_C.png', 'B3': 'pictures/20M_NE_C.png', 'B4': 'pictures/38M_NE_C.png', 'B5': 'pictures/31M_NE_C.png', 'B6': 'pictures/33M_NE_C.png'}",10.974992972998734,None,15.958523163999416,None,space,201.14558767699964,15.958523163999416,None,001,12,2020_Jan_28_1126,spring_faces,3.1.5,59.96985459331812,
