condsFile,subStage,cue1,cue2,correct,responseKeys,responseNames,cue1Position,cue2Position,cue1Opacity,cue2Opacity,stageLoop0.thisRepN,stageLoop0.thisTrialN,stageLoop0.thisN,stageLoop0.thisIndex,blockLoop0.thisRepN,blockLoop0.thisTrialN,blockLoop0.thisN,blockLoop0.thisIndex,stage1Loop.thisRepN,stage1Loop.thisTrialN,stage1Loop.thisN,stage1Loop.thisIndex,blockLoop1.thisRepN,blockLoop1.thisTrialN,blockLoop1.thisN,blockLoop1.thisIndex,stage2Loop.thisRepN,stage2Loop.thisTrialN,stage2Loop.thisN,stage2Loop.thisIndex,blockLoop2.thisRepN,blockLoop2.thisTrialN,blockLoop2.thisN,blockLoop2.thisIndex,cuePics,id_instr_text.started,id_instr_text.stopped,space_to_continue_2.started,space_to_continue_2.stopped,end_instructions_resp_3.keys,end_instructions_resp_3.rt,end_instructions_resp_3.started,end_instructions_resp_3.stopped,id_input_instr.started,id_input_instr.stopped,id_input_rect.started,id_input_rect.stopped,id_input_resp.keys,id_input_resp.rt,id_input_resp.started,id_input_resp.stopped,sonaID,id_input_text.started,id_input_text.stopped,final_text.started,final_text.stopped,instructions.started,instructions.stopped,end_instructions_resp.keys,end_instructions_resp.rt,end_instructions_resp.started,end_instructions_resp.stopped,space_to_continue.started,space_to_continue.stopped,instructions_stage0.started,instructions_stage0.stopped,end_instructions_resp_stage0.keys,end_instructions_resp_stage0.rt,end_instructions_resp_stage0.started,end_instructions_resp_stage0.stopped,space_to_continue_stage0.started,space_to_continue_stage0.stopped,text.started,text.stopped,resp_text1.started,resp_text1.stopped,resp_text2.started,resp_text2.stopped,trial_resp.keys,trial_resp.corr,trial_resp.rt,trial_resp.started,trial_resp.stopped,cue1Image.started,cue1Image.stopped,cue2Image.started,cue2Image.stopped,cue1Image_fb.started,cue1Image_fb.stopped,cue2Image_fb.started,cue2Image_fb.stopped,fb_text_answer.started,fb_text_answer.stopped,feedback_image.started,feedback_image.stopped,instructions_stage1.started,instructions_stage1.stopped,end_instructions_resp_stage1.keys,end_instructions_resp_stage1.rt,end_instructions_resp_stage1.started,end_instructions_resp_stage1.stopped,space_to_continue_stage1.started,space_to_continue_stage1.stopped,instructions_2.started,instructions_2.stopped,end_instructions_resp_2.keys,end_instructions_resp_2.rt,end_instructions_resp_2.started,end_instructions_resp_2.stopped,press_space_to_continue_stage2.started,press_space_to_continue_stage2.stopped,session,participant,date,expName,psychopyVersion,frameRate,
condition files/Stage0c_2.xlsx,0c,alpha,theta,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,13,13,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.55040382399966,None,238.55040382399966,None,238.55040382399966,None,h,1,0.91386968200095,240.08344477799983,None,240.08344477799983,None,240.08344477799983,None,241.05028817499988,None,241.05028817499988,None,241.05028817499988,None,241.05028817499988,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,beta,phi,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,13,13,13,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.01638946800085,None,243.01638946800085,None,243.01638946800085,None,g,1,0.9590060269983951,244.55033135399935,None,244.55033135399935,None,244.55033135399935,None,245.5678329370021,None,245.5678329370021,None,245.5678329370021,None,245.5678329370021,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,theta,beta,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,13,13,13,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.53301834900049,None,247.53301834900049,None,247.53301834900049,None,g,1,0.9712016299999959,249.066103166002,None,249.066103166002,None,249.066103166002,None,250.08319892500003,None,250.08319892500003,None,250.08319892500003,None,250.08319892500003,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,phi,alpha,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,13,13,13,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.06660258400007,None,252.06660258400007,None,252.06660258400007,None,h,1,0.9332359750005708,253.6000947749999,None,253.6000947749999,None,253.6000947749999,None,254.5836628750003,None,254.5836628750003,None,254.5836628750003,None,254.5836628750003,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,phi,beta,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,14,14,14,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.5662665990021,None,256.5662665990021,None,256.5662665990021,None,g,1,0.8972029559990915,258.10009060599987,None,258.10009060599987,None,258.10009060599987,None,259.05013687700193,None,259.05013687700193,None,259.05013687700193,None,259.05013687700193,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,beta,theta,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,14,14,14,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0157063990009,None,261.0157063990009,None,261.0157063990009,None,g,1,0.9279774620008538,262.54938011099875,None,262.54938011099875,None,262.54938011099875,None,263.518353296,None,263.518353296,None,263.518353296,None,263.518353296,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,theta,alpha,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,14,14,14,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.50041099100054,None,265.50041099100054,None,265.50041099100054,None,h,1,0.9236582720004662,267.0336729430019,None,267.0336729430019,None,267.0336729430019,None,268.01679773100113,None,268.01679773100113,None,268.01679773100113,None,268.01679773100113,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,alpha,phi,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,14,14,14,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.00016424000205,None,270.00016424000205,None,270.00016424000205,None,h,1,1.3044960609986447,271.5167911239987,None,271.5167911239987,None,271.5167911239987,None,272.8685341519995,None,272.8685341519995,None,272.8685341519995,None,272.8685341519995,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,theta,beta,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,15,15,15,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8664846499996,None,274.8664846499996,None,274.8664846499996,None,g,1,0.5493650450007408,276.3999479769991,None,276.3999479769991,None,276.3999479769991,None,276.9996281720014,None,276.9996281720014,None,276.9996281720014,None,276.9996281720014,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,phi,alpha,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,15,15,15,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9665641819993,None,278.9665641819993,None,278.9665641819993,None,h,1,1.4258909670024877,280.49945503300114,None,280.49945503300114,None,280.49945503300114,None,281.98324651200164,None,281.98324651200164,None,281.98324651200164,None,281.98324651200164,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,alpha,theta,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,15,15,15,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.9500156460017,None,283.9500156460017,None,283.9500156460017,None,h,1,0.6658433900011005,285.4834436429992,None,285.4834436429992,None,285.4834436429992,None,286.18549055900075,None,286.18549055900075,None,286.18549055900075,None,286.18549055900075,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,beta,phi,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,15,15,15,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.1667080340012,None,288.1667080340012,None,288.1667080340012,None,g,1,0.6091177759990387,289.70023478499934,None,289.70023478499934,None,289.70023478499934,None,290.3664099250018,None,290.3664099250018,None,290.3664099250018,None,290.3664099250018,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,beta,theta,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,16,16,16,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3502683520019,None,292.3502683520019,None,292.3502683520019,None,g,1,1.482293209002819,293.8829943109995,None,293.8829943109995,None,293.8829943109995,None,295.4024606130006,None,295.4024606130006,None,295.4024606130006,None,295.4024606130006,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,theta,alpha,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,16,16,16,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.3831488319993,None,297.3831488319993,None,297.3831488319993,None,h,1,1.2487496120011201,298.9165458440002,None,298.9165458440002,None,298.9165458440002,None,300.21597640099935,None,300.21597640099935,None,300.21597640099935,None,300.21597640099935,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,phi,beta,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,16,16,16,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.1830064329988,None,302.1830064329988,None,302.1830064329988,None,g,1,0.8004083070009074,303.7168527790018,None,303.7168527790018,None,303.7168527790018,None,304.58355737700185,None,304.58355737700185,None,304.58355737700185,None,304.58355737700185,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_1.xlsx,0c,alpha,phi,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,16,16,16,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.5669608569988,None,306.5669608569988,None,306.5669608569988,None,h,1,0.7857991969976865,308.083489233999,None,308.083489233999,None,308.083489233999,None,308.93343611900127,None,308.93343611900127,None,308.93343611900127,None,308.93343611900127,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,beta,phi,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,17,17,17,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.91662683400136,None,310.91662683400136,None,310.91662683400136,None,g,1,0.6751692229991022,312.45019673099887,None,312.45019673099887,None,312.45019673099887,None,313.18319176799923,None,313.18319176799923,None,313.18319176799923,None,313.18319176799923,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,phi,alpha,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,17,17,17,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.1497638469991,None,315.1497638469991,None,315.1497638469991,None,h,1,0.9538965589999862,316.6833904180021,None,316.6833904180021,None,316.6833904180021,None,317.69943369799876,None,317.69943369799876,None,317.69943369799876,None,317.69943369799876,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,alpha,theta,h,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,17,17,17,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.66653678999864,None,319.66653678999864,None,319.66653678999864,None,h,1,0.6614321970009769,321.1998607230016,None,321.1998607230016,None,321.1998607230016,None,321.90151830800096,None,321.90151830800096,None,321.90151830800096,None,321.90151830800096,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage0c_2.xlsx,0c,theta,beta,g,"['h', 'g']","['Chess', 'Go']","[-0.15, 0.5]","[0.15, 0.5]",1,1,0,17,17,17,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.88271264300056,None,323.88271264300056,None,323.88271264300056,None,g,1,0.620583263997105,325.4167185890001,None,325.4167185890001,None,325.4167185890001,None,326.1000966069987,None,326.1000966069987,None,326.1000966069987,None,326.1000966069987,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0834541709992,None,space,0.8900753689995327,333.08330176600066,None,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,B2,T1,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.03279756700067,None,334.03279756700067,None,334.03279756700067,None,c,0,1.5877359119986068,335.6335656980009,None,335.6335656980009,None,335.6335656980009,None,337.2993994089993,None,337.2993994089993,None,337.2993994089993,None,337.2993994089993,None,,,,,,,333.08330176600066,None,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,B3,T3,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2499612920001,None,339.2499612920001,None,339.2499612920001,None,c,1,0.7564822509993974,340.8168840360013,None,340.8168840360013,None,340.8168840360013,None,341.6335499470006,None,341.6335499470006,None,341.6335499470006,None,341.6335499470006,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,T2,B2,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.59991089699906,None,343.59991089699906,None,343.59991089699906,None,m,1,0.45364408699970227,345.18366331200014,None,345.18366331200014,None,345.18366331200014,None,345.70187269899907,None,345.70187269899907,None,345.70187269899907,None,345.70187269899907,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,B1,T2,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.66656528300155,None,347.66656528300155,None,347.66656528300155,None,c,1,1.5245229449974431,349.21683234300144,None,349.21683234300144,None,349.21683234300144,None,350.81630695700005,None,350.81630695700005,None,350.81630695700005,None,350.81630695700005,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,T4,B3,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.7666710929989,None,352.7666710929989,None,352.7666710929989,None,m,1,2.296843545002048,354.31661867,None,354.31661867,None,354.31661867,None,356.66886992500076,None,356.66886992500076,None,356.66886992500076,None,356.66886992500076,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,T1,B1,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.63323051000043,None,358.63323051000043,None,358.63323051000043,None,c,1,1.5009566289991199,360.16836647400123,None,360.16836647400123,None,360.16836647400123,None,361.7339346560002,None,361.7339346560002,None,361.7339346560002,None,361.7339346560002,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,T3,B4,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.69959170400034,None,363.69959170400034,None,363.69959170400034,None,m,0,1.073970511002699,365.28338969200195,None,365.28338969200195,None,365.28338969200195,None,366.41678714500085,None,366.41678714500085,None,366.41678714500085,None,366.41678714500085,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,B4,T4,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.3826317150015,None,368.3826317150015,None,368.3826317150015,None,c,0,0.886683600001561,369.9186387260015,None,369.9186387260015,None,369.9186387260015,None,370.86811484899954,None,370.86811484899954,None,370.86811484899954,None,370.86811484899954,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,T4,B4,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.850226726001,None,372.850226726001,None,372.850226726001,None,m,1,0.9172769840006367,374.38400916200044,None,374.38400916200044,None,374.38400916200044,None,375.36717150700133,None,375.36717150700133,None,375.36717150700133,None,375.36717150700133,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,T1,B2,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.33330184900115,None,377.33330184900115,None,377.33330184900115,None,m,1,1.5700973579987476,378.88320552000005,None,378.88320552000005,None,378.88320552000005,None,380.516575343001,None,380.516575343001,None,380.516575343001,None,380.516575343001,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,B4,T3,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.4832607979988,None,382.4832607979988,None,382.4832607979988,None,m,0,0.9318286900015664,384.0334543860008,None,384.0334543860008,None,384.0334543860008,None,385.0183865250001,None,385.0183865250001,None,385.0183865250001,None,385.0183865250001,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,T3,B3,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.98346223200133,None,386.98346223200133,None,386.98346223200133,None,c,1,0.7363831589973415,388.5169273069987,None,388.5169273069987,None,388.5169273069987,None,389.3167148229986,None,389.3167148229986,None,389.3167148229986,None,389.3167148229986,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,T2,B1,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.28325792800024,None,391.28325792800024,None,391.28325792800024,None,c,1,1.2664974850013095,392.81881508399965,None,392.81881508399965,None,392.81881508399965,None,394.14970746200197,None,394.14970746200197,None,394.14970746200197,None,394.14970746200197,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,B1,T1,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.11668289500085,None,396.11668289500085,None,396.11668289500085,None,m,0,1.2983367720007664,397.6509674209992,None,397.6509674209992,None,397.6509674209992,None,399.00167116800003,None,399.00167116800003,None,399.00167116800003,None,399.00167116800003,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,B2,T2,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.9667618320018,None,400.9667618320018,None,400.9667618320018,None,c,0,1.137615805000678,402.49970066400056,None,402.49970066400056,None,402.49970066400056,None,403.7010233130022,None,403.7010233130022,None,403.7010233130022,None,403.7010233130022,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_2.xlsx,,B3,T4,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,1,1,1,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.66568382100013,None,405.66568382100013,None,405.66568382100013,None,c,0,0.6606074890005402,407.2167533920001,None,407.2167533920001,None,407.2167533920001,None,407.93322489500133,None,407.93322489500133,None,407.93322489500133,None,407.93322489500133,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,T4,B3,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,2,2,2,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.916685553002,None,409.916685553002,None,409.916685553002,None,m,1,0.7633051939992583,411.4501718540014,None,411.4501718540014,None,411.4501718540014,None,412.26685183000154,None,412.26685183000154,None,412.26685183000154,None,412.26685183000154,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,T2,B2,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,2,2,2,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.23311595700216,None,414.23311595700216,None,414.23311595700216,None,c,0,1.2952136609965237,415.7660617830006,None,415.7660617830006,None,415.7660617830006,None,417.1167205490019,None,417.1167205490019,None,417.1167205490019,None,417.1167205490019,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,B1,T2,c,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,2,2,2,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.08369356800176,None,419.08369356800176,None,419.08369356800176,None,c,1,1.6126587229991856,420.6166537040008,None,420.6166537040008,None,420.6166537040008,None,422.2846207629991,None,422.2846207629991,None,422.2846207629991,None,422.2846207629991,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
condition files/Stage1_1.xlsx,,B2,T1,m,"['c', 'm']","['Clue', 'Monopoly']","[-0.15, 0.5]","[0.15, 0.5]",1,1,,,,,,,,,0,2,2,2,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.25003074399865,None,424.25003074399865,None,424.25003074399865,None,m,1,1.75602176999746,425.7853497950018,None,425.7853497950018,None,425.7853497950018,None,427.60114381699896,None,427.60114381699896,None,427.60114381699896,None,427.60114381699896,None,,,,,,,,,,,,,,,,,001,41,2020_Jan_30_1316,spring_faces,3.1.5,60.01188007262941,
