cuePics,id_instr_text.started,id_instr_text.stopped,space_to_continue_2.started,space_to_continue_2.stopped,end_instructions_resp_3.keys,end_instructions_resp_3.rt,end_instructions_resp_3.started,end_instructions_resp_3.stopped,session,participant,date,expName,psychopyVersion,frameRate,
"{'none': 'pictures/20M_AN_C.png', 'alpha': 'pictures/SHINEd_pear.png', 'beta': 'pictures/SHINEd_pepper.png', 'theta': 'pictures/SHINEd_apple.png', 'phi': 'pictures/SHINEd_melon.png', 'T1': 'pictures/34M_AN_C.png', 'T2': 'pictures/23M_AN_C.png', 'T3': 'pictures/31M_AN_C.png', 'T4': 'pictures/32M_AN_C.png', 'T5': 'pictures/26M_AN_C.png', 'T6': 'pictures/33M_AN_C.png', 'B1': 'pictures/20M_NE_C.png', 'B2': 'pictures/22M_NE_C.png', 'B3': 'pictures/37M_NE_C.png', 'B4': 'pictures/36M_NE_C.png', 'B5': 'pictures/38M_NE_C.png', 'B6': 'pictures/25M_NE_C.png'}",15.056946358999994,None,20.04011849699964,None,space,4077.048374002001,20.04011849699964,None,001,11,2020_Jan_28_1116,spring_faces,3.1.5,59.90594132208587,
