subjectGroup,browser,version,OS,OS_lang,GMT_timestamp,local_timestamp,link,calibration
"3",Chrome,87.0.4280.88,MacOS,en-US,2020-12-04_05:59:38,2020-12-03_22:59:38,https://www.testable.org/experiment/4058/666579/start?sona_id=65148,1

rowNo,randomBlock,if,then,stim1,type,stimFormat,button1,button2,subjectGroup,timestamp,response,RT
1086,"0",1;2,end;+1,ugrad_consent3,test,.png,Do not agree,Agree,"3",13025,"1",773
